show_id,times_watched,mood-good,mood-fun,mood-wow,mood-sad,mood-so-so,mood-bad,name,followers,runtime,network,mean_rate,poster_image
81450,394.8888888888889,6.111111111111111,1.0444444444444445,0.3111111111111111,0.06666666666666667,0.022222222222222223,0.044444444444444446,Peanuts,1120,25,CBS,3.8600000000000034,https://dg31sz3gwrwan.cloudfront.net/poster/81450/1142321-0-optimized.jpg
81479,464.2307692307692,4.0,1.3846153846153846,0.15384615384615385,0.0,0.3076923076923077,0.0,They Are My Noble Masters,838,25,Cartoon Network,3.659999999999999,https://dg31sz3gwrwan.cloudfront.net/poster/81479/1169624-0-optimized.jpg
81502,129.16666666666666,4.0,0.0,0.0,0.0,0.0,0.0,Canterbury's Law,291,45,FOX,4.25,https://dg31sz3gwrwan.cloudfront.net/poster/81502/25435-0-optimized.jpg
81547,2926.0,113.57142857142857,1.5714285714285714,27.571428571428573,2.2857142857142856,4.571428571428571,1.1428571428571428,John Adams,5682,60,HBO,4.04,https://dg31sz3gwrwan.cloudfront.net/poster/81547/29125-0-optimized.jpg
81606,323.1666666666667,10.333333333333334,1.6666666666666667,2.6666666666666665,0.16666666666666666,0.16666666666666666,0.0,The No. 1 Ladies Detective Agency,593,60,BBC One,4.06,https://dg31sz3gwrwan.cloudfront.net/poster/81606/1113851-0-optimized.jpg
81625,706.0,14.25,0.125,2.0,0.125,0.75,0.25,Marco Polo,1040,45,NBC,3.3000000000000003,https://dg31sz3gwrwan.cloudfront.net/poster/81625/1275923-0-optimized.jpg
81645,1819.1666666666667,31.0,0.16666666666666666,9.0,0.6666666666666666,2.0,0.0,North and South,2430,85,ABC (US),3.7400000000000007,https://dg31sz3gwrwan.cloudfront.net/poster/81645/29179-0-optimized.jpg
81667,119.25,4.75,0.0,0.5,0.25,0.0,0.25,The Passion,261,30,BBC One,4.62,https://dg31sz3gwrwan.cloudfront.net/poster/81667/37700-0-optimized.jpg
81705,2750.846153846154,21.384615384615383,5.3076923076923075,0.7692307692307693,0.6923076923076923,0.15384615384615385,0.0,As Told By Ginger,3663,25,Nickelodeon,3.7899999999999996,https://dg31sz3gwrwan.cloudfront.net/poster/81705/920820-0-optimized.jpg
81841,30817.153846153848,132.30769230769232,1.9230769230769231,29.76923076923077,0.3076923076923077,1.3846153846153846,0.5384615384615384,Ben 10: Alien Force,37178,25,Cartoon Network,4.32,https://dg31sz3gwrwan.cloudfront.net/poster/81841/945610-0-optimized.jpg
81848,98942.36170212766,220.72340425531914,65.53191489361703,21.76595744680851,0.46808510638297873,1.3404255319148937,0.425531914893617,Phineas and Ferb,137302,15,Disney Channel,4.0500000000000025,https://dg31sz3gwrwan.cloudfront.net/poster/81848/1251267-0-optimized.jpg
82044,249.44444444444446,0.8333333333333334,0.1111111111111111,0.6111111111111112,0.05555555555555555,0.0,0.0,National Geographic Channel Specials,2313,60,CBS,3.8199999999999994,https://dg31sz3gwrwan.cloudfront.net/poster/82044/591471-0-optimized.jpg
82046,39325.46153846154,335.61538461538464,6.769230769230769,117.53846153846153,2.769230769230769,11.846153846153847,2.1538461538461537,Dollhouse,58602,45,FOX,4.269999999999998,https://dg31sz3gwrwan.cloudfront.net/poster/82046/204111-0-optimized.jpg
82091,15107.5,209.9,37.8,15.8,0.6,9.0,0.9,Hung,23611,30,HBO,3.509999999999999,https://dg31sz3gwrwan.cloudfront.net/poster/82091/923755-0-optimized.jpg
82109,12567.857142857143,351.14285714285717,7.142857142857143,118.28571428571429,3.5714285714285716,20.142857142857142,5.285714285714286,Generation Kill,21992,60,HBO,4.02,https://dg31sz3gwrwan.cloudfront.net/poster/82109/1019376-0-optimized.jpg
82120,1991.6923076923076,54.38461538461539,3.4615384615384617,21.846153846153847,0.8461538461538461,14.615384615384615,5.769230769230769,Fear Itself,4184,45,NBC,2.93,https://dg31sz3gwrwan.cloudfront.net/poster/82120/30123-0-optimized.jpg
82122,731.4444444444445,3.6666666666666665,0.0,3.3333333333333335,0.2222222222222222,1.1111111111111112,0.0,My Own Worst Enemy,1075,45,NBC,3.8500000000000005,https://dg31sz3gwrwan.cloudfront.net/poster/82122/32030-0-optimized.jpg
82143,113.61111111111111,1.4722222222222223,0.05555555555555555,0.027777777777777776,0.0,0.9166666666666666,0.7222222222222222,Aquaman (1968),314,25,CBS,0.8799999999999997,https://dg31sz3gwrwan.cloudfront.net/poster/82143/1095409-0-optimized.jpg
82201,1743.6153846153845,87.76923076923077,5.0,33.46153846153846,0.6923076923076923,1.2307692307692308,0.0,Swingtown,2516,45,CBS,4.549999999999999,https://dg31sz3gwrwan.cloudfront.net/poster/82201/1299273-0-optimized.jpg
82226,3633.4545454545455,4.0,9.727272727272727,1.0909090909090908,0.0,0.18181818181818182,0.18181818181818182,Wipeout (US),16027,45,ABC (US),3.8,https://dg31sz3gwrwan.cloudfront.net/poster/82226/1213318-0-optimized.jpg
82270,333.2857142857143,6.714285714285714,0.0,3.142857142857143,0.14285714285714285,0.0,0.0,Roots: The Next Generations,608,85,ABC (US),4.660000000000001,https://dg31sz3gwrwan.cloudfront.net/poster/82270/28939-0-optimized.jpg
